
Table 1: N
Dep. Variable:,Valor Desembolsado em Reais,  R-squared (uncentered):,   0.553
Model:,OLS,  Adj. R-squared (uncentered):,   0.445
Method:,Least Squares,  F-statistic:       ,   5.117
Date:,"Wed, 29 May 2024",  Prob (F-statistic):,  0.00
Time:,08:36:22,  Log-Likelihood:    ,-1.3234e+05
No. Observations:,  7079,  AIC:               ,2.674e+05
Df Residuals:,  5702,  BIC:               ,2.769e+05
Df Model:,  1377,                     , 
Covariance Type:,nonrobust,                     , 


Table 2: o
,coef,std err,t,P>|t|,[0.025,0.975]
"Cliente_BRIDGESTONE DO BRASIL INDUSTRIA E COMERCIO LTDA,", 1.356e+07, 3.07e+07,    0.442, 0.658,-4.66e+07, 7.37e+07
Cliente_BRILAC IND COM DE CALCADOS LTDA,-2.252e+06, 4.63e+07,   -0.049, 0.961,-9.31e+07, 8.85e+07
Cliente_BRINQUEDOS BANDEIRANTE SA,-1.813e+07, 4.62e+07,   -0.393, 0.694,-1.09e+08, 7.23e+07
Cliente_BRPARTS INDUSTRIA DE PECAS LTDA,-2.849e+07, 4.81e+07,   -0.593, 0.553,-1.23e+08, 6.57e+07
"Cliente_BRUNING TECNOMETAL LTDA,", 1.588e+07, 3.48e+07,    0.456, 0.649,-5.24e+07, 8.42e+07
Cliente_BRUNO INDUSTRIAL LTDA,-1.265e+07,  3.9e+07,   -0.324, 0.746,-8.91e+07, 6.38e+07
"Cliente_BUDDEMEYER S,A,",-1.445e+07, 3.26e+07,   -0.443, 0.658,-7.84e+07, 4.95e+07
Cliente_BUTZKE IMPORTACAO E EXPORTACAO LTDA,-1.612e+07, 3.51e+07,   -0.459, 0.646,-8.49e+07, 5.27e+07
Cliente_C M R INDUSTRIA E COMERCIO LTDA, -1.93e+07, 3.87e+07,   -0.499, 0.618,-9.51e+07, 5.65e+07
Cliente_C S PESQUISAS E PARTICIPACOES INDUSTRIAIS LTDA,-1.143e+07, 3.63e+07,   -0.315, 0.753,-8.25e+07, 5.97e+07
"Cliente_C,C,S, TECNOLOGIA E SERVICOS S,A,",-1.481e+07, 3.87e+07,   -0.383, 0.702,-9.06e+07,  6.1e+07
"Cliente_C,VALE - COOPERATIVA AGROINDUSTRIAL",-1.133e+07, 3.24e+07,   -0.350, 0.726,-7.48e+07, 5.22e+07
Cliente_C-PACK CREATIVE PACKAGING SA,-1.471e+07, 4.67e+07,   -0.315, 0.753,-1.06e+08, 7.69e+07
"Cliente_CABELTE-INDUSTRIA DO BRASIL S,A,",-1.638e+07, 3.68e+07,   -0.445, 0.656,-8.85e+07, 5.58e+07
Cliente_CABLETECH CABOS LTDA,-1.655e+07, 4.61e+07,   -0.359, 0.720,-1.07e+08, 7.38e+07
Cliente_CABOS DE MADEIRAS SOMBRIO LTDA,-1.671e+07, 4.76e+07,   -0.351, 0.725, -1.1e+08, 7.65e+07
Cliente_CACERES FLORESTAL S/A,-3.847e+07,  4.9e+07,   -0.784, 0.433,-1.35e+08, 5.77e+07
Cliente_CAEMMUN INDUSTRIA E COMERCIO DE MOVEIS LTDA,-9.112e+06, 3.41e+07,   -0.268, 0.789,-7.59e+07, 5.77e+07
Cliente_CAF MAQUINAS INDUSTRIA LTDA,-2.122e+07, 4.69e+07,   -0.453, 0.651,-1.13e+08, 7.07e+07
Cliente_CAFE BOM DIA LTDA,-2.465e+07, 3.55e+07,   -0.694, 0.488,-9.43e+07,  4.5e+07
Cliente_CAIO - INDUSCAR INDUSTRIA E COMERCIO DE CARROCERIAS LTD,-8.582e+06, 3.08e+07,   -0.278, 0.781, -6.9e+07, 5.18e+07
Cliente_CAJUGRAM GRANITOS E MARMORES DO BRASIL LTDA,-6.409e+06, 4.52e+07,   -0.142, 0.887, -9.5e+07, 8.22e+07
Cliente_CALCADOS ANDREZA S/A,-1.272e+06,  3.9e+07,   -0.033, 0.974,-7.76e+07, 7.51e+07
Cliente_CALCADOS BEBECE LTDA,-4.815e+06, 4.66e+07,   -0.103, 0.918,-9.62e+07, 8.65e+07
Cliente_CALCADOS BIBI LTDA, -4.68e+06, 4.64e+07,   -0.101, 0.920,-9.57e+07, 8.63e+07
Cliente_CALCADOS BOTTERO LTDA,-1.653e+06, 3.64e+07,   -0.045, 0.964,-7.29e+07, 6.96e+07
Cliente_CALCADOS CHICARONI LTDA,-1.339e+07, 3.28e+07,   -0.408, 0.683,-7.77e+07,  5.1e+07
Cliente_CALCADOS DILLY S/A, -8.58e+05, 3.38e+07,   -0.025, 0.980,-6.71e+07, 6.53e+07
Cliente_CALCADOS ELIANCE LTDA,-3.553e+06, 4.76e+07,   -0.075, 0.940,-9.68e+07, 8.97e+07
Cliente_CALCADOS FERRACINI LTDA,-1.806e+07, 3.44e+07,   -0.526, 0.599,-8.54e+07, 4.93e+07
Cliente_CALCADOS FURLANETTO LTDA,-6.433e+06, 3.49e+07,   -0.184, 0.854,-7.48e+07, 6.19e+07
Cliente_CALCADOS MALU LTDA,  3.96e+06, 3.64e+07,    0.109, 0.913,-6.74e+07, 7.53e+07
Cliente_CALCADOS MARTE LTDA,-3.039e+06, 4.64e+07,   -0.065, 0.948, -9.4e+07, 8.79e+07
Cliente_CALCADOS MYRABEL LTDA,-2.047e+06, 3.61e+07,   -0.057, 0.955,-7.29e+07, 6.88e+07
Cliente_CALCADOS NIANSO LTDA - ME,-1.454e+06, 4.71e+07,   -0.031, 0.975,-9.38e+07, 9.09e+07
Cliente_CALCADOS PRICAWI LTDA - EPP,-1.723e+06, 3.23e+07,   -0.053, 0.957,-6.51e+07, 6.16e+07
Cliente_CALCADOS Q SONHO LTDA,-5.622e+06, 3.91e+07,   -0.144, 0.886,-8.23e+07, 7.11e+07
Cliente_CALCADOS SAMELLO S/A,-9.448e+06, 3.44e+07,   -0.275, 0.784,-7.69e+07,  5.8e+07
Cliente_CALCADOS SANDALO SA,-1.558e+07, 3.87e+07,   -0.403, 0.687,-9.14e+07, 6.02e+07
Cliente_CALCADOS SANDRA LTDA, -1.79e+06, 3.46e+07,   -0.052, 0.959,-6.96e+07,  6.6e+07
Cliente_CALCADOS YOUNG LTDA,-2.166e+06, 3.91e+07,   -0.055, 0.956,-7.87e+07, 7.44e+07
"Cliente_CALESITA IND, DE BRINQUEDOS LTDA",-1.264e+07, 3.91e+07,   -0.323, 0.747,-8.93e+07,  6.4e+07
Cliente_CALIMAN AGRICOLA S/A-EM RECUPERACAO JUDICIAL,  -8.3e+06, 4.43e+07,   -0.187, 0.851,-9.51e+07, 7.85e+07
Cliente_CAMANOR PRODUTOS MARINHOS LTDA,-1.201e+07,  4.7e+07,   -0.255, 0.798,-1.04e+08, 8.02e+07
Cliente_CAMBUCI S/A,-2.186e+07, 3.59e+07,   -0.609, 0.543,-9.22e+07, 4.85e+07
"Cliente_CAMIFRA SA - MADEIRAS, AGRICULTURA E PECUARIA",-1.213e+07, 4.87e+07,   -0.249, 0.803,-1.08e+08, 8.34e+07
Cliente_CANINDE CALCADOS LTDA, -3.38e+06, 4.34e+07,   -0.078, 0.938,-8.84e+07, 8.16e+07
"Cliente_CARAMURU ALIMENTOS S,A,",-4.836e+06, 3.85e+07,   -0.126, 0.900,-8.03e+07, 7.06e+07
Cliente_CARBOOX RESENDE QUIMICA INDUSTRIA COMERCIO LTDA,-1.097e+07, 4.81e+07,   -0.228, 0.819,-1.05e+08, 8.33e+07
Cliente_CARGILL AGRICOLA S A, 9.849e+06, 3.12e+07,    0.316, 0.752,-5.13e+07,  7.1e+07
Cliente_CARIBOR TECNOLOGIA DA BORRACHA LTDA,-1.553e+07, 3.95e+07,   -0.394, 0.694,-9.29e+07, 6.18e+07
Cliente_CASAGRANDE REVESTIMENTOS CERAMICOS S/A,-1.286e+07, 3.37e+07,   -0.382, 0.702,-7.89e+07, 5.31e+07
Cliente_CASALE EQUIPAMENTOS LTDA,-2.145e+07, 3.59e+07,   -0.598, 0.550,-9.18e+07, 4.89e+07
Cliente_CASCAJU AGROINDUSTRIAL LTDA, 7.016e+06, 4.09e+07,    0.172, 0.864,-7.31e+07, 8.72e+07
Cliente_CASCAVEL COUROS LTDA,-2.418e+06, 3.61e+07,   -0.067, 0.947,-7.33e+07, 6.84e+07
Cliente_CASP INDUSTRIA E COMERCIO LTDA,-1.723e+07, 3.88e+07,   -0.445, 0.657,-9.32e+07, 5.87e+07
Cliente_CASTELO ALIMENTOS S/A,-2.121e+07, 4.61e+07,   -0.460, 0.646,-1.12e+08, 6.92e+07
Cliente_CASTERTECH FUNDICAO E TECNOLOGIA LTDA, 8.435e+07, 3.89e+07,    2.171, 0.030, 8.19e+06, 1.61e+08
Cliente_CATERPILLAR BRASIL LTDA, 6.193e+07, 3.14e+07,    1.972, 0.049,  3.8e+05, 1.23e+08
Cliente_CATIVA TEXTIL INDUSTRIA E COMERCIO LTDA,-1.535e+07, 3.33e+07,   -0.461, 0.645,-8.06e+07, 4.99e+07
Cliente_CBC COUROS E ACABAMENTOS LTDA,-2.603e+06, 3.63e+07,   -0.072, 0.943,-7.38e+07, 6.86e+07
Cliente_CBP SUL COLCHOES E ESPUMAS INDUSTRIAIS LTDA,-2.737e+06, 3.91e+07,   -0.070, 0.944,-7.93e+07, 7.38e+07
Cliente_CBS S/A COMPANHIA BRASILEIRA DE SANDALIAS, -2.62e+07, 4.14e+07,   -0.634, 0.526,-1.07e+08, 5.49e+07
Cliente_CEBRACE CRISTAL PLANO LTDA,-1.377e+06, 3.11e+07,   -0.044, 0.965,-6.24e+07, 5.96e+07
Cliente_CECAL INDUSTRIA E COMERCIO LTDA,-7.594e+06, 4.81e+07,   -0.158, 0.875,-1.02e+08, 8.67e+07
"Cliente_CECRISA REVESTIMENTOS CERAMICOS S,A",-3.139e+06, 3.92e+07,   -0.080, 0.936,   -8e+07, 7.37e+07
Cliente_CERAMARTE LIMITADA,-1.618e+07, 3.32e+07,   -0.487, 0.626,-8.13e+07,  4.9e+07
Cliente_CERAMICA CARMELO FIOR LTDA,-2.466e+07, 3.87e+07,   -0.638, 0.524,   -1e+08, 5.12e+07
Cliente_CERAMICA CHIARELLI SA,-1.444e+07, 4.61e+07,   -0.313, 0.754,-1.05e+08,  7.6e+07
Cliente_CERAMICA DECORITE SA,-2.278e+06, 3.47e+07,   -0.066, 0.948,-7.04e+07, 6.58e+07
Cliente_CERAMICA GYOTOKU LTDA,-9.874e+06, 3.86e+07,   -0.256, 0.798,-8.56e+07, 6.59e+07
"Cliente_CERAMICA PORTO FERREIRA S,A,",-2.243e+07, 3.13e+07,   -0.716, 0.474,-8.38e+07,  3.9e+07
Cliente_CERAMICA RAMOS LTDA,-2.545e+07, 4.61e+07,   -0.552, 0.581,-1.16e+08,  6.5e+07
Cliente_CERAMICA SANTA GERTRUDES S/A,-1.525e+07, 3.86e+07,   -0.395, 0.693, -9.1e+07, 6.05e+07
Cliente_CERAMICA SANTA TEREZINHA SOCIEDADE ANONIMA,-1.569e+07, 3.34e+07,   -0.469, 0.639,-8.12e+07, 4.98e+07
Cliente_CERAMICA STEFANI SA,-1.499e+07, 4.61e+07,   -0.325, 0.745,-1.05e+08, 7.54e+07
Cliente_CHAPECO COMPANHIA INDUSTRIAL DE ALIMENTOS, 1.158e+07,  3.9e+07,    0.297, 0.767,-6.49e+07, 8.81e+07
"Cliente_CHOCOLATES GAROTO LTDA,", 2.816e+07, 5.34e+07,    0.527, 0.598,-7.65e+07, 1.33e+08
Cliente_CIA DE FIACAO E TECIDOS CEDRO E CACHOEIRA,-2.354e+07, 3.68e+07,   -0.639, 0.523,-9.58e+07, 4.87e+07
Cliente_CIA IMPORTADORA E EXPORTADORA COIMEX,-1.232e+07,  3.4e+07,   -0.362, 0.717, -7.9e+07, 5.44e+07
Cliente_CIA INDUSTRIAL DE OLEOS DO NORDESTE CIONE,-2.521e+06, 5.01e+07,   -0.050, 0.960,-1.01e+08, 9.58e+07
"Cliente_CIA, HERING",-7.991e+06, 3.11e+07,   -0.257, 0.797, -6.9e+07,  5.3e+07
"Cliente_CIA, IGUACU DE CAFE SOLUVEL", 5.105e+07, 4.78e+07,    1.068, 0.285,-4.26e+07, 1.45e+08
Cliente_CIAMA EXPORT INDUSTRIAL E EXPORTADORA LTDA,-1.549e+07, 4.72e+07,   -0.328, 0.743,-1.08e+08,  7.7e+07
Cliente_CIBER EQUIPAMENTOS RODOVIARIOS LTDA,-2.196e+06, 3.07e+07,   -0.072, 0.943,-6.24e+07,  5.8e+07
Cliente_CID PRODUTOS LTDA,-1.925e+07, 3.68e+07,   -0.523, 0.601,-9.15e+07,  5.3e+07
"Cliente_CIDA-CENTRAL DE IND, E DISTRIBUICAO DE ALIMENTOS LTDA",-1.164e+07, 4.72e+07,   -0.247, 0.805,-1.04e+08, 8.09e+07
Cliente_CIKEL BRASIL VERDE MADEIRAS LTDA, -2.92e+07, 5.23e+07,   -0.559, 0.576,-1.32e+08, 7.32e+07
Cliente_CINA CIA NORDESTE DE AQUICULTURA E ALIMENTACAO, -6.38e+06,  4.1e+07,   -0.156, 0.876,-8.67e+07,  7.4e+07
Cliente_CIPATEX IMPREGNADORA DE PAPEIS E TECIDOS LTDA,-2.081e+07, 3.35e+07,   -0.622, 0.534,-8.64e+07, 4.48e+07
Cliente_CIPATEX SINTETICOS VINILICOS LTDA,-1.797e+07, 3.44e+07,   -0.522, 0.602,-8.55e+07, 4.95e+07
Cliente_CISFRAMA COMERCIO INDUSTRIA MADEIRA SAO FRANCISCO LTDA,-1.663e+07, 3.51e+07,   -0.473, 0.636,-8.55e+07, 5.23e+07
Cliente_CITROSUCO S/A AGROINDUSTRIA, 1.462e+07, 4.61e+07,    0.317, 0.751,-7.58e+07, 1.05e+08
Cliente_CITROVITA AGRO INDUSTRIAL LTDA, 1.481e+07, 4.66e+07,    0.318, 0.751,-7.66e+07, 1.06e+08
Cliente_CJ DO BRASIL IND E COM DE PROD ALIMENTICIOS LTDA,-1.248e+07, 3.24e+07,   -0.385, 0.700, -7.6e+07, 5.11e+07
Cliente_CLAUDINA INDUSTRIA DE CALCADOS LTDA,-1.955e+07, 4.61e+07,   -0.424, 0.671, -1.1e+08, 7.08e+07
Cliente_CLO ZIRONI INDUSTRIA LTDA,-2.662e+07, 3.95e+07,   -0.673, 0.501,-1.04e+08, 5.09e+07
Cliente_CLW ALIMENTOS LTDA,-4.601e+06, 4.66e+07,   -0.099, 0.921, -9.6e+07, 8.68e+07
"Cliente_CNH INDUSTRIAL BRASIL LTDA,", 1.537e+07, 3.09e+07,    0.497, 0.619,-4.53e+07,  7.6e+07
Cliente_CNH LATINO AMERICANA LTDA, 8.125e+06, 4.76e+07,    0.171, 0.864,-8.51e+07, 1.01e+08
"Cliente_CNO S,A", 6.581e+07, 4.13e+07,    1.595, 0.111,-1.51e+07, 1.47e+08
Cliente_COCAM CIA DE CAFE SOLUVEL E DERIVADOS,-1.271e+07, 4.61e+07,   -0.276, 0.783,-1.03e+08, 7.76e+07
Cliente_COFRAN INDUSTRIA DE AUTO PECAS LTDA,-2.094e+07, 4.69e+07,   -0.446, 0.655,-1.13e+08,  7.1e+07
Cliente_COIM BRASIL LTDA,-1.215e+07, 4.61e+07,   -0.263, 0.792,-1.03e+08, 7.82e+07
Cliente_COLCCI INDUSTRIA E COMERCIO DO VESTUARIO LTDA,-1.741e+07, 4.64e+07,   -0.375, 0.707,-1.08e+08, 7.35e+07
Cliente_COLORGEMS LTDA,-2.872e+07,  4.8e+07,   -0.598, 0.550,-1.23e+08, 6.54e+07
Cliente_COMERCIO DE PESCADOS VILLA IMPORTACAO E EXPORTACAO LTDA,-1.994e+07, 4.74e+07,   -0.421, 0.674,-1.13e+08, 7.29e+07
Cliente_COMEXI DO BRASIL LTDA,-2.002e+06, 3.62e+07,   -0.055, 0.956, -7.3e+07,  6.9e+07
"Cliente_COMIL ONIBUS S,A, - EM RECUPERACAO JUDICIAL", 3.942e+06, 3.06e+07,    0.129, 0.897, -5.6e+07, 6.39e+07
Cliente_COMIL SILOS E SECADORES LTDA, -6.64e+06, 3.62e+07,   -0.183, 0.854,-7.76e+07, 6.43e+07
Cliente_COMING INDUSTRIA E COMERCIO DE COUROS LTDA,-1.152e+07,    5e+07,   -0.230, 0.818, -1.1e+08, 8.65e+07
Cliente_COMPANHIA BRASILEIRA DE ALUMINIO, 1.445e+07, 3.59e+07,    0.402, 0.687,-5.59e+07, 8.48e+07
Cliente_COMPANHIA BRASILEIRA DE METALURGIA E MINERACAO, 4.412e+07, 4.69e+07,    0.940, 0.347,-4.79e+07, 1.36e+08
Cliente_COMPANHIA BRASILEIRA DE RESINAS-RESIBRAS,-3.011e+06, 3.96e+07,   -0.076, 0.939,-8.06e+07, 7.46e+07
Cliente_COMPANHIA CACIQUE DE CAFE SOLUVEL, 1.662e+06,  3.4e+07,    0.049, 0.961,-6.51e+07, 6.84e+07
Cliente_COMPANHIA DE FIACAO E TECIDOS SANTO ANTONIO,-2.385e+07, 3.97e+07,   -0.601, 0.548,-1.02e+08, 5.39e+07
Cliente_COMPANHIA DE TECIDOS NORTE DE MINAS COTEMINAS, 7.521e+06, 3.54e+07,    0.213, 0.832,-6.18e+07, 7.69e+07
Cliente_COMPANHIA FABRIL LEPPER,-1.473e+07, 3.64e+07,   -0.405, 0.686,-8.61e+07, 5.66e+07
Cliente_COMPANHIA INDUSTRIAL CATAGUASES,-2.024e+07,  3.3e+07,   -0.614, 0.539,-8.48e+07, 4.44e+07
Cliente_COMPANHIA MULLER DE BEBIDAS,-1.216e+07, 4.61e+07,   -0.264, 0.792,-1.03e+08, 7.82e+07
Cliente_COMPANHIA PROVIDENCIA INDUSTRIA E COMERCIO, 5.354e+07, 3.79e+07,    1.411, 0.158,-2.08e+07, 1.28e+08
Cliente_COMPANHIA SIDERURGICA NACIONAL,  2.21e+07, 4.81e+07,    0.460, 0.646,-7.22e+07, 1.16e+08
Cliente_COMPANHIA SUZANO DE PAPEL E CELULOSE,-7.502e+06, 3.87e+07,   -0.194, 0.846,-8.34e+07, 6.84e+07
Cliente_COMPANHIA TECIDOS SANTANENSE,-2.212e+07, 3.96e+07,   -0.558, 0.577,-9.98e+07, 5.56e+07
Cliente_COMPENSADOS ANGELA LTDA,-3.946e+07, 4.12e+07,   -0.958, 0.338, -1.2e+08, 4.13e+07
Cliente_COMPENSADOS E LAMINADOS LAVRASUL S/A,-1.062e+07, 4.75e+07,   -0.224, 0.823,-1.04e+08, 8.25e+07
Cliente_COMPENSADOS FAUNA BRAZIL LTDA,-1.243e+07, 4.03e+07,   -0.308, 0.758,-9.14e+07, 6.66e+07
Cliente_COMPSIS COMPUTADORES E SISTEMAS INDUSTRIA E COMERCIO LT,-2.532e+07, 3.87e+07,   -0.655, 0.513,-1.01e+08, 5.05e+07
"Cliente_COMTRAFO INDUSTRIA DE TRANSFORMADORES ELETRICOS S,A,",-1.049e+07, 4.06e+07,   -0.258, 0.796,-9.01e+07, 6.91e+07
"Cliente_CONDOR S,A",-1.515e+07, 3.53e+07,   -0.429, 0.668,-8.44e+07, 5.41e+07
"Cliente_CONDUSPAR CONDUTORES ELETRICOS LTDA,",-9.427e+06, 3.57e+07,   -0.264, 0.792,-7.93e+07, 6.05e+07
Cliente_CONFAB INDUSTRIAL SOCIEDADE ANONIMA, 8.286e+06, 3.29e+07,    0.252, 0.801,-5.61e+07, 7.27e+07
Cliente_CONSERVAS ODERICH SA, 7.224e+04, 3.34e+07,    0.002, 0.998,-6.54e+07, 6.56e+07
Cliente_CONTINENTAL AUTOMOTIVE DO BRASIL LTDA,-1.061e+07, 3.29e+07,   -0.323, 0.747, -7.5e+07, 5.38e+07
Cliente_CONTINENTAL BRASIL INDUSTRIA AUTOMOTIVA LTDA, -1.49e+07, 3.21e+07,   -0.465, 0.642,-7.78e+07,  4.8e+07
Cliente_CONVERPLAST EMBALAGENS LTDA,-2.187e+07, 3.87e+07,   -0.565, 0.572,-9.78e+07,  5.4e+07
Cliente_COOLING AND FREEZING - EQUIPAMENTOS PARA REFRIGERACAO I,-6.147e+06, 4.64e+07,   -0.132, 0.895,-9.71e+07, 8.48e+07
Cliente_COOP AGRIC JUAZEIRO DA BAHIA RESP LTDA,-2.442e+07, 4.72e+07,   -0.517, 0.605,-1.17e+08, 6.81e+07
"Cliente_COOP, INDUSTRIAL DE CARNES E DERIVADOS DE GOIAS LTDA",-1.396e+07, 3.92e+07,   -0.356, 0.722,-9.08e+07, 6.29e+07
Cliente_COOPAVEL COOPERATIVA AGROINDUSTRIAL,-5.715e+06, 4.05e+07,   -0.141, 0.888,-8.51e+07, 7.36e+07
Cliente_COOPERATIVA CENTRAL AURORA ALIMENTOS, 2.328e+07, 3.41e+07,    0.683, 0.495,-4.36e+07, 9.01e+07
Cliente_COOPERATIVA CENTRAL DOS PRODUTORES RURAIS DE MINAS GERA, -1.52e+07, 3.36e+07,   -0.452, 0.651,-8.11e+07, 5.07e+07
Cliente_COOPERATIVA DALIA ALIMENTOS LTDA,-8.989e+05, 4.64e+07,   -0.019, 0.985,-9.18e+07,    9e+07
"Cliente_COOPERATIVA DE PROD, DE CANA-DE-ACUCAR, ACUCAR E ALCOOL", 7.368e+05, 3.87e+07,    0.019, 0.985,-7.51e+07, 7.66e+07
Cliente_COOPERATIVA DE PRODUTOS METALURGICOS DE MOCOCA - COPROM, -1.43e+07, 4.61e+07,   -0.310, 0.757,-1.05e+08, 7.61e+07
Cliente_COOPERATIVA DOS AGRICULTORES DA REGIAO DE ORLANDIA,-3.492e+05, 4.61e+07,   -0.008, 0.994,-9.07e+07,    9e+07
Cliente_COOPERATIVA REGIONAL DE CAFEICULTORES EM GUAXUPE LTDA C,-2.475e+07, 3.51e+07,   -0.706, 0.480,-9.35e+07,  4.4e+07
Cliente_COOPERATIVA TRITICOLA ERECHIM - COTREL - EM LIQUIDACAO, 2.652e+06, 4.64e+07,    0.057, 0.954,-8.82e+07, 9.36e+07
Cliente_COOPERSHOES - COOPERATIVA DE TRABALHO E INDUSTRIA DE CA,-3.159e+06, 3.88e+07,   -0.081, 0.935,-7.92e+07, 7.29e+07
Cliente_COPACOL-COOPERATIVA AGROINDUSTRIAL CONSOLATA,-1.114e+07, 3.67e+07,   -0.303, 0.762,-8.32e+07, 6.09e+07
Cliente_COPE & CIA LTDA,-3.647e+06, 3.48e+07,   -0.105, 0.917,-7.19e+07, 6.46e+07
"Cliente_COPEBRAS INDUSTRIA LTDA,",-8.596e+06, 4.61e+07,   -0.186, 0.852, -9.9e+07, 8.18e+07
Cliente_COPERSOL IND COM E EXP DE PEDRAS SEMI PRECIOSAS LTDA,-5.731e+06, 4.73e+07,   -0.121, 0.904,-9.85e+07, 8.71e+07
Cliente_CORALPLAC COMPENSADOS LTDA,-9.108e+06, 4.05e+07,   -0.225, 0.822,-8.84e+07, 7.02e+07
Cliente_CORDOARIA SAO LEOPOLDO SA, 7.337e+06, 3.62e+07,    0.202, 0.840,-6.37e+07, 7.84e+07
Cliente_COROL COOP AGROINDUSTRIAL, -1.22e+07, 4.08e+07,   -0.299, 0.765,-9.22e+07, 6.78e+07
Cliente_CORTTEX INDUSTRIA TEXTIL LTDA,-2.474e+07, 4.61e+07,   -0.536, 0.592,-1.15e+08, 6.57e+07
"Cliente_COTECE S,A,",-5.142e+06, 3.73e+07,   -0.138, 0.890,-7.82e+07, 6.79e+07
"Cliente_COTEMINAS S,A,", 2.022e+07, 3.33e+07,    0.608, 0.543, -4.5e+07, 8.54e+07
Cliente_COTIA TRADING S/A,-1.501e+07, 4.62e+07,   -0.325, 0.745,-1.06e+08, 7.55e+07
Cliente_COTONIPE MOVEIS LTDA,-5.401e+06, 4.73e+07,   -0.114, 0.909,-9.82e+07, 8.74e+07
Cliente_COUROS NOBRE BENEFICIAMENTO LTDA,-3.918e+06, 3.63e+07,   -0.108, 0.914,-7.51e+07, 6.73e+07
Cliente_COUROTEX IND COM E EXPORTACAO DE COUROS LTDA,-2.474e+07,    4e+07,   -0.618, 0.536,-1.03e+08, 5.37e+07
Cliente_CREDEAL MANUFATURA DE PAPEIS LTDA,-4.229e+06, 3.65e+07,   -0.116, 0.908,-7.58e+07, 6.74e+07
"Cliente_CREMER S,A,",-1.503e+07, 3.52e+07,   -0.427, 0.670,-8.41e+07,  5.4e+07
Cliente_CRISTOFOLI EQUIPAMENTOS DE BIOSSEGURANCA LTDA,-1.055e+07, 3.77e+07,   -0.280, 0.780,-8.45e+07, 6.34e+07
Cliente_CROMEX S/A,-6.843e+06, 3.59e+07,   -0.191, 0.849,-7.72e+07, 6.35e+07
Cliente_CROYDONMAQ INDUSTRIAL EIRELI,-9.862e+06, 3.86e+07,   -0.256, 0.798,-8.55e+07, 6.58e+07
"Cliente_CRS BRANDS INDUSTRIA E COMERCIO S,A",-1.306e+07, 3.87e+07,   -0.337, 0.736, -8.9e+07, 6.28e+07
Cliente_CSM-COMPONENTES SISTEMAS E MAQUINAS PARA CONSTRUCAO LTD,-1.448e+07, 3.51e+07,   -0.413, 0.680,-8.32e+07, 5.43e+07
Cliente_CTA CONTINENTAL TOBACCOS ALLIANCE S/A, 1.102e+07, 4.68e+07,    0.236, 0.814,-8.07e+07, 1.03e+08
Cliente_CUMMINS BRASIL LIMITADA, 5.978e+05, 3.18e+07,    0.019, 0.985,-6.18e+07, 6.29e+07
Cliente_CUMMINS FILTROS LTDA,-1.352e+07, 4.61e+07,   -0.293, 0.770,-1.04e+08, 7.69e+07
Cliente_CURTIDORA ITAUNA LTDA, -2.43e+07, 4.68e+07,   -0.519, 0.604,-1.16e+08, 6.75e+07
Cliente_CURTUME AIMORE S/A,-2.456e+06, 3.62e+07,   -0.068, 0.946,-7.35e+07, 6.86e+07
Cliente_CURTUME DELLA TORRE LTDA,-1.866e+07, 4.61e+07,   -0.405, 0.686,-1.09e+08, 7.17e+07
Cliente_CURTUME KERN MATTES S/A,-3.281e+06, 3.89e+07,   -0.084, 0.933,-7.95e+07,  7.3e+07
Cliente_CURTUME TOURO LTDA,-1.367e+07, 3.58e+07,   -0.381, 0.703,-8.39e+07, 5.66e+07
Cliente_CVL COMPONENTES DE VIDRO LTDA,-1.789e+07, 3.87e+07,   -0.463, 0.643,-9.37e+07, 5.79e+07
Cliente_CZM INDUSTRIA DE EQUIPAMENTOS SA,-2.401e+07, 3.53e+07,   -0.681, 0.496,-9.31e+07, 4.51e+07
"Cliente_D,M,R, COMERCIO DE SISTEMAS DE LAVAGEM LTDA EM LIQUIDAC", -2.16e+07, 4.61e+07,   -0.469, 0.639,-1.12e+08, 6.88e+07
Cliente_DAISA INDUSTRIA METALURGICA LTDA,-1.718e+07, 3.87e+07,   -0.444, 0.657, -9.3e+07, 5.86e+07
Cliente_DAL PONTE E CIA LTDA,-2.153e+06, 3.47e+07,   -0.062, 0.951,-7.02e+07, 6.59e+07
Cliente_DALILA TEXTIL LTDA,-1.516e+07, 3.95e+07,   -0.384, 0.701,-9.26e+07, 6.23e+07
Cliente_DAMBROZ EMPREENDIMENTOS E ADMINISTRACAO LTDA,-4.819e+06, 3.25e+07,   -0.148, 0.882,-6.85e+07, 5.88e+07
Cliente_DANA INDUSTRIAS LTDA, 1.397e+07, 3.08e+07,    0.454, 0.650,-4.64e+07, 7.43e+07
"Cliente_DASS NORDESTE CALCADOS E ARTIGOS ESPORTIVOS S,A,", 4.681e+06, 3.65e+07,    0.128, 0.898,-6.69e+07, 7.63e+07
Cliente_DASS SUL CALCADOS E ARTIGOS ESPORTIVOS LTDA,-1.186e+07, 3.63e+07,   -0.326, 0.744,-8.31e+07, 5.94e+07
Cliente_DAY BRASIL S/A,-2.144e+07, 3.01e+07,   -0.712, 0.476,-8.05e+07, 3.76e+07
Cliente_DAYTEC LTDA,-2.709e+07, 4.68e+07,   -0.579, 0.563,-1.19e+08, 6.47e+07
